,customer_unique_id,R,F,M
2801,076b7055bea51da430d6a6fa054e5075,42761828.0,1.5849625007211563,6.844988156682612
2840,07826999f928c777522ebd9ed5879077,16852829.0,1.5849625007211563,7.924159283917338
2844,078401292a38d006a34bb0c4b31f6e31,23413903.0,1.5849625007211563,6.063287212206184
2858,078f7e669cebf2fb640d0ad0dabb3068,13956257.0,1.5849625007211563,6.181301364926357
2868,0795aec8f109d675adec20dc0023cfe4,30165860.0,1.5849625007211563,4.84197311892718
2903,07abcea6f64399366559afee336a7fd2,19510964.0,1.5849625007211563,7.640172618868969
2908,07b1b60bca2b6326fa2adb259ea4a55f,13911237.0,2.0,7.9803681052874875
2909,07b28cf1d8515d08ccca505e273fffaf,49433613.0,1.5849625007211563,9.31743522636259
2921,07bd3d18ecba2420a8934b34a26f157a,15617080.0,1.5849625007211563,7.671081029288617
2943,07ca0d4c9fbf2c34295f350fc37cc1f0,11571921.0,1.5849625007211563,6.835545165508694
2964,07d743c857ab9a05f2863d4aca57db81,34731170.0,1.5849625007211563,5.930973825562906
2970,07da55ca1be33c14e4f02f24a3f6de6e,29565619.0,1.5849625007211563,5.84799690655495
2976,07df27b714016cb827c99ec2ecd5ebfb,11742366.0,1.5849625007211563,7.4463389508575
2977,07e06867523dbfd3bf0ae7f3a3ed3961,49499567.0,1.5849625007211563,6.992881703256785
2983,07e5b497e5fbf9b05e586baa73f8a3c7,51841393.0,1.5849625007211563,7.832003876701159
2994,07ec373c7a7ed511e542503436e22a71,35523494.0,1.5849625007211563,6.639810977716777
3006,07f61caa1c9e850c14e94854cec87545,37852674.0,1.5849625007211563,6.649759146632961
3012,07f765655f560c8624267665ce23675a,15822153.0,1.5849625007211563,9.054658579095058
3026,07ff81a9676efa0286ddd3f09e7c0063,11057651.0,1.5849625007211563,8.922792504453955
3031,0802a1a217680f13264a70ddb7220823,52468900.0,1.5849625007211563,7.597680143715892
3033,0804b7c052be7ad1e35eb32f8b92c5cf,21691173.0,1.5849625007211563,9.530542894061128
3042,0807baeeeaa1309effbd9a9dee41ab17,14059439.0,1.5849625007211563,8.590362488463747
3058,080f54e73bd1f21e9cfb18d475ad947b,31456989.0,1.5849625007211563,7.214513410080016
3060,08104613525295ec3baa772d4c37ef5b,8578018.0,1.5849625007211563,5.202417721575182
3062,08114c58968d782002f7cbb2d4cdf823,54187558.0,1.5849625007211563,5.768184324776927
3063,08120867e4e7505f99b694ff4e64411b,19595807.0,1.5849625007211563,6.439456918876032
3069,08166f338dfe33955d8de821ad099e5a,48144780.0,1.5849625007211563,8.276682759809061
3130,083ca1aa470c280236380973a48f77c6,5598619.0,2.321928094887362,8.327597552177332
3131,083ce299ea3fc1eba79bd0b17f64555b,4761212.0,1.5849625007211563,6.844862655830817
3158,084b6a94c8cdb12b4ee05006af246aa0,5525860.0,1.5849625007211563,6.117695042669755
3159,084be429c23e342acf5084ac6156d22e,7522592.0,1.5849625007211563,7.482444968917258
3193,08642cd329066fe11ec63293f714f2f8,2345762.0,1.5849625007211563,8.58466190794147
3209,086d6b5b5ba195a91aa0a6ec8e75d1a4,45005864.0,1.5849625007211563,9.960262636530596
3223,08757efd409ffae44fa531f49b144b2c,14917284.0,1.5849625007211563,6.617504197991195
3261,0891e5d4e534eb8585807582fc12cc3c,12807063.0,2.0,7.6869206684396625
3267,0895c61a77b305efdfad13596c749c60,16349460.0,2.0,9.85237344958027
3281,089bc915af34d9041b3a88a1aa84292b,23834762.0,1.5849625007211563,6.959654252818082
3290,08a374bca4063116d5530a7b04ecaf3f,5633902.0,1.5849625007211563,8.425299839478189
3320,08b57f87bc889756ca453bf8106d48ce,10041326.0,1.5849625007211563,6.897966431649445
3333,08c07c761592a71b85136aa4fe76a6f4,16768890.0,2.0,8.665442516328671
3338,08c3fdfa4f7ae2a1cd0f8e3c5b28945d,50177690.0,1.5849625007211563,6.849999259466098
3357,08d2649556662327e2d32e3ecb2ebb94,39168449.0,1.5849625007211563,6.395748328179034
3366,08d8ad84b0088cbeae77da4ff3817479,13248686.0,1.5849625007211563,8.026855376344582
3367,08d8fd00898e7cc99d6e32c74d7d3ce5,21021845.0,3.1699250014423126,5.169925001442312
3395,08e5b38d7948d37fbb2a59fc5e175ab1,13873911.0,2.321928094887362,10.046210006756736
3399,08e78d9e1bd7ea1ad66fc09b4a0fef6c,14583190.0,1.5849625007211563,8.3667156228855
3409,08ee228ac0904cda30a9369de7d1dd4e,6245589.0,1.5849625007211563,6.6748278321868
3417,08f334e84bc7ab7b588cb7fc77dd7f4a,5475336.0,1.5849625007211563,10.617834750184391
3423,08f41d7a0e37794d8852fc796141e2e6,30577757.0,1.5849625007211563,6.295906655297028
3430,08f7cf00ed9ff3e0a08fc136ec272974,35492640.0,1.5849625007211563,8.479133533079846
3434,08fb46d35bb3ab4037202c23592d1259,11666730.0,1.5849625007211563,5.514753498439753
3437,08fbcc1dee82c31badc83a638aa345e8,46394510.0,1.5849625007211563,8.197069221003252
3458,090cfbba596e73ca60aa7c1e3f7ab69f,21003655.0,1.5849625007211563,6.955359305242994
3475,091d7f5b87a837d9b5790109b63ff1ac,44850668.0,1.5849625007211563,6.765269520690589
3523,0937f85b7a96b6ad600405e9bf94255b,13659388.0,1.5849625007211563,6.621465834460145
3536,0942eedfe0e865b2a80419a14672286f,23222337.0,1.5849625007211563,7.937991670450058
3559,0957aa68c756fee82c61443a461b32ff,17264175.0,1.5849625007211563,7.427270935173586
3575,09606d95d5074098dffb7cf481ab0f2d,12733903.0,1.5849625007211563,6.1689227818529355
3598,096e351116755fe4c3c1e48eaf301a41,44865651.0,3.1699250014423126,7.77142344075664
3624,097d27275e54d6b6085396eba879a130,26188509.0,1.5849625007211563,6.428778891337585
3629,0981a271500799427cdf345e9121e20b,47373907.0,1.5849625007211563,7.351204277257994
3631,09831ff6ab667f42521bcd4c22dc755c,17820229.0,1.5849625007211563,8.316643574482432
3654,0994750c9c22a140010ed86aad2d044b,20146014.0,1.5849625007211563,7.462788533785222
3656,09967b46ae66281b372b1b001b213897,26083001.0,1.5849625007211563,6.469885976274464
3670,099fad9e8f7dfbd0412c300bcc697e0b,13304259.0,1.5849625007211563,8.754186021561573
3688,09ab36a420b5c87c5c9772bdb494f2e3,20283124.0,1.5849625007211563,7.80451826988807
3689,09ac84553d8652111c6d6d2adcf3bd58,31873612.0,1.5849625007211563,6.295906655297028
3698,09b0c22064d0d0f4bf41db027ae7be5f,19450467.0,1.5849625007211563,9.028928234258562
3709,09baec50afccbb414f24bf8e0bc7c020,13363919.0,1.5849625007211563,9.483473197267882
3712,09bc7afc3e8d8dccaffd0b16944a91fe,38211490.0,1.5849625007211563,9.254721580767484
3730,09c8b6fec6774e8929bd5e826d57ab1a,10619395.0,1.5849625007211563,5.532316959332765
3738,09cd73b13f103e47ce13675b4a4b36f3,13832960.0,1.5849625007211563,7.821710215034675
3749,09d74edf20acb4f9523fb1cf19a18456,19535745.0,1.5849625007211563,8.292275613087497
3750,09d7c538023c2c4fb0553c831c12f084,44314865.0,1.5849625007211563,9.726422540846137
3797,09f55ef15bde8baeef87b3348b31c150,35189470.0,2.807354922057604,5.462706750670158
3824,0a078c08f87004c7e8011959046146b0,21881119.0,1.5849625007211563,6.554742321710322
3859,0a1f5d67d3e2bda459378bbbea2af1d6,9594009.0,1.5849625007211563,5.069530325162305
3860,0a1f83858e65e141609fca9ea70a495a,7883529.0,1.5849625007211563,7.472162803550368
3956,0a5df23b922b9998bb7378f1ac03c98a,33118920.0,1.5849625007211563,7.606072031049468
3961,0a5fab743da859b3f10a409bbb132a5a,21191087.0,1.5849625007211563,8.03199060858887
3963,0a609db8d244100909a15d65eadf8539,31455391.0,2.0,8.972003303808357
3966,0a61b571f594b6919601bcf3380da7f7,24016398.0,2.0,9.01964632247133
4000,0a7ae5b58e1e8ceada8ba1d6510d30df,19943589.0,1.5849625007211563,5.801417365865913
4012,0a834292f8691cb3cdc64caf600c61c9,30050032.0,1.5849625007211563,10.263245722638247
4057,0a9f2a263d55f59cb2e1e4051f3509ec,19160378.0,1.5849625007211563,7.29929961516461
4060,0aa1ab39ff2b837c05d7c9ff85b6d983,19034079.0,2.0,7.729280846027402
4063,0aa3b096dc796c251f9b36a822051ed6,25742529.0,1.5849625007211563,9.86896141713326
4080,0aadc1d26d1c8b88a52c39a533ccea93,27932589.0,2.0,10.252310627749303
4102,0abee71cd257861a0944e2a81cea4a50,28108788.0,1.5849625007211563,8.730843712013577
4105,0ac10a57d07e3d38b11f66283c44672b,43396605.0,2.321928094887362,7.718772591827187
4111,0ac4a9460c1baf3051ffec5c9021a499,12130308.0,1.5849625007211563,7.75448669787116
4130,0ad1d79346c3b98b517348ecbbadfbc6,10204891.0,1.5849625007211563,7.308612069607949
4134,0ad6cef8e9b6dcf295f882fb13081702,41010729.0,2.0,8.514832383807128
4135,0ad7cb4f48f2a2cf5080e3c19c7cf98c,12530105.0,1.5849625007211563,7.013685569928654
4179,0af334fc660bfc9c75109752cc8271d7,47473150.0,1.5849625007211563,8.87464329643324
4184,0af6f99ca609ca8bcea3854fa188db1a,19534013.0,1.5849625007211563,6.408202344852178
4205,0b046317996aebdb7c05c8748a56c97c,29796984.0,1.5849625007211563,5.3466023752989855
4235,0b18593e033697810a62a987e77f4b8c,18868985.0,2.0,7.584661907941469
4295,0b3cf8a9362deaf8b870d49ae61f3ca1,36530508.0,1.5849625007211563,7.828771193857177
4296,0b3dc7efaafb0cf78a4796d42fa8d74c,38562949.0,1.5849625007211563,9.278588842312265
4301,0b402d6dd50694a118c642448e2cb086,28068560.0,1.5849625007211563,7.856985689782205
4332,0b51518c7deffd54b13b007c9f91c3f0,9168561.0,1.5849625007211563,8.161535025266685
4359,0b63b2c21b768c3575305cf04214e173,17810567.0,1.5849625007211563,7.243173983472951
4367,0b6d4f036c07e10854affe43fc4e718c,18063176.0,1.5849625007211563,7.833585883396176
4407,0b8cdfff31c16993664702e011f530ce,33967739.0,1.5849625007211563,6.295906655297028
4408,0b8d131c66052d1d54f8e30ad3554811,30510340.0,2.321928094887362,7.6760981209122185
4410,0b8ed32525608a907c7331b613b5b67e,27764899.0,1.5849625007211563,6.656353352457628
4455,0bb800560be35215db11c5405aa294fe,15753103.0,1.5849625007211563,6.736740155453209
4464,0bbb42a9ca8179ccfce14a11d2afe6de,9756502.0,1.5849625007211563,5.758356482939917
4478,0bc4e5386e8f7f375f410a1891bfb0f0,28432720.0,1.5849625007211563,9.281582347705445
4487,0bc9c245cd69735af23eefdd89d74e7e,34475478.0,1.5849625007211563,7.726558779104974
4509,0bdb6ad22574bad5202df1e92a9aa403,21071148.0,1.5849625007211563,7.409306069227422
4531,0be7af6c16fbca7eff244788f89146a3,17738147.0,1.5849625007211563,8.277240898332067
4551,0bf1278577a2acf8532a031d98cd517c,26547561.0,1.5849625007211563,8.157852169141737
4568,0bfe461ce9bb2a820de70ec1b8113b00,11523325.0,1.5849625007211563,5.855491443101875
4591,0c10e674d1504f959a7f2e504148c296,15130831.0,1.5849625007211563,7.185866545311334
4592,0c1201c04330536234aaa49b396745d4,6341585.0,1.5849625007211563,8.736198958770172
4615,0c2361f803a38f997296b5957edfd57e,25470299.0,1.5849625007211563,7.473949221907714
4621,0c25f212bf983792b82adf65645918f4,54471508.0,1.5849625007211563,7.3346755299346515
4633,0c303bd1eccb3d9bcda642c900a8e336,5336493.0,1.5849625007211563,7.519321734629434
4635,0c32aa09e8eced3ea26c2a013b7b75e9,10786313.0,1.5849625007211563,8.006185799946294
4645,0c390b03d9ff475efe45768f11558887,28257700.0,2.0,8.309339922327373
4647,0c39cc8984e30ac517c69a6671be71a7,6861117.0,1.5849625007211563,8.432458384509866
4665,0c4c416f1f9844e6805b074f8f96f52c,37217534.0,1.5849625007211563,7.455162801244507
4725,0c759852aff64baff4ae4d943f50af93,44824398.0,1.5849625007211563,6.315421315945779
4726,0c75c5ef968e1e8a53c91277d2417ffb,35467741.0,1.5849625007211563,6.487357715311548
4731,0c7ae3398b8cadb2684daab25a95d87c,26087345.0,1.5849625007211563,7.011674533380918
4740,0c8286526be3a0fc8f50b7267db95035,17429003.0,1.5849625007211563,8.436794812175094
4751,0c8ac932c65f67489929f9164a86606d,31377549.0,1.5849625007211563,8.26463025566923
4762,0c9370f31e3bf20c068a9d9ada3ea903,25065365.0,1.5849625007211563,6.007419783571914
4772,0c9abfaffa0ae7587cebfdf0d680e3b7,21836045.0,1.5849625007211563,6.343407822297814
4819,0cbcf91ef2dd6dfcce9ee63c8772dc97,37013682.0,1.5849625007211563,7.623369416114808
4830,0cc2ee1112a11a1094eff52fa2e87150,32765762.0,2.0,9.715309971220083
4841,0ccb948a381d9527ed8500bf8ac516f9,33352613.0,1.5849625007211563,7.47929524299885
4846,0cd33e5cc45d8be1415bf478ead300f5,37416177.0,2.321928094887362,8.01714246404775
4867,0ce644689fdc73cce9bd5a911f4a53a0,10707040.0,2.0,5.036503333738988
4872,0ce904893f0560890d2f0d063a30ddb6,15978901.0,1.5849625007211563,6.252097703037443
4874,0ceb502fc33a2ad327b08288c5310e2e,13416637.0,1.5849625007211563,7.279285560846543
4883,0cf0c4ba8023930f204fe118cb0140b9,50059333.0,1.5849625007211563,6.715893370547605
4887,0cf46588cd3f5a23002166b5a1945820,31371908.0,1.5849625007211563,8.098032082960527
4891,0cfb94f148a3f7b02123e6f64e6674f6,23615264.0,1.5849625007211563,10.577910275489009
4897,0cfd915db480acd7d9a954409cabfb1c,36316975.0,1.5849625007211563,6.896635141302909
4929,0d153268371aa25450d4117ff070277e,9524375.0,1.5849625007211563,9.647908074281808
4932,0d16d92d727e8800fdd5f85f00eae25b,37756102.0,1.5849625007211563,5.483815777264257
4964,0d2fd897002690985f41d914c4e50152,18597694.0,1.5849625007211563,5.809671677907061
4983,0d3aa1250bc34f6b34f94684ba3832c9,24166202.0,2.321928094887362,6.003827078111477
5003,0d4644eff058d75937ca1eec574bf87d,27716959.0,1.5849625007211563,7.856425528625531
5022,0d5051a410c3549d070cd3ec3fecd005,46748320.0,1.5849625007211563,6.207502459258789
5031,0d51e04ae0b1d341e4f49812d1f4fbe2,13332745.0,1.5849625007211563,7.615372154074454
