,customer_unique_id,R,F,M
18457,30f2769b3662f1f1a6a6693b34fb1810,11396858.0,2.584962500721156,7.797207572855781
18485,310647380793836bfa5b7b6b3f518423,31463730.0,2.0,8.593465823513593
18496,3110339155d740dc64b31e1666952100,42952803.0,1.5849625007211563,6.881419908092401
18503,3115e354768c8b1951fab14116652fc3,8035750.0,2.0,7.198494153639084
18510,311b7759da40d8d24724a882f0641308,16853424.0,3.1699250014423126,9.283273598920621
18524,3124024ba0f91794170d3d64dc9f57bf,19342097.0,1.5849625007211563,6.4327924190195525
18547,31329ee430dd72f8e82f49a71e198a12,28844220.0,1.5849625007211563,8.326339596780464
18569,313febe2adc914a7cb3f6e903f8e13cf,5632021.0,1.5849625007211563,7.344118334521428
18572,314259ece6a9207c6fc02d925fc996b9,18259534.0,1.5849625007211563,7.628773595201644
18584,314b690fa4e208f1e8122220378e7b5a,26022545.0,1.5849625007211563,6.429281193335658
18595,3154c6d767bab7455f634f16e74c5631,28949991.0,1.5849625007211563,6.538227739736
18599,3158fc4f60ca92412de397461b64cee3,4173378.0,1.5849625007211563,9.941018253141852
18609,31628ac4d85d1c46ebf7dad444adcbe3,20302019.0,3.0,7.3646599718147625
18622,3170ebd8b32a5e2102c9d75e0a7f6d74,36137653.0,1.5849625007211563,8.116239979469368
18643,317cfc692e3f86c45c95697c61c853a6,4565368.0,1.5849625007211563,3.404630684217612
18645,317f563ca3576550955f39a346b15be5,20636979.0,1.5849625007211563,8.371863747824088
18652,3184857361deb56be5aaa646f2737994,10019416.0,1.5849625007211563,8.326609251005271
18662,318b69202a96429368680f215843340d,56051935.0,2.584962500721156,9.383077836778682
18663,318b8659483e12e9cbe1e6550d97f9d9,51424553.0,1.5849625007211563,9.313790025443685
18683,319aed7fd576c317a96b55a991befb3e,17912822.0,1.5849625007211563,6.061128135118254
18706,31aa2034dc4b34b06487e22a53b4a07a,33087064.0,1.5849625007211563,8.570918255328666
18738,31bfa97f1ea0663a50ebc5c811ebdf4d,30146447.0,1.5849625007211563,9.873997705878157
18768,31d332d20895c5c0baefe55207a0fead,8008065.0,2.0,8.114106699965118
18774,31d4b05ef830a7347b8f43640eb6511e,51996855.0,1.5849625007211563,8.341407628590991
18785,31d958dffbf0b744375b5ff0393e6fb3,33908566.0,1.5849625007211563,7.746447139362816
18795,31de705ead768af5a7fe4d0cfdc52da3,35703452.0,1.5849625007211563,5.90279715788023
18799,31e0eb64c5eb715aab04433200ea4ed5,33884702.0,1.5849625007211563,7.651482282150902
18803,31e2e13cc64f2a3bd9dbde22bbad06b2,22953065.0,1.5849625007211563,8.456149034647996
18829,31f49e069c399db9c3a0bdf8653e4e8f,34908721.0,1.5849625007211563,9.049222338358318
18831,31f508f472ebf8a37c13a7b85693db44,45380820.0,1.5849625007211563,8.565977904497844
18861,320e13a9e22b4e4cda8c17ed1c140ce0,27285157.0,2.0,7.580070090781134
18866,321509aeb2ff5dae0fec3654f50b7e56,18227418.0,2.0,5.908572758751746
18885,3221bbf5c8e0b3f8b04127f6572967e8,23913600.0,1.5849625007211563,7.099189986451948
18892,322740034480eb5fe9d14398aee49d4b,16928554.0,1.5849625007211563,9.104048301684788
18921,323f8f14acb90e50f86f1885b6b53c6d,54011455.0,1.5849625007211563,8.133347746473804
18922,323ff9fd6b4a3edcdf3039e1fb213eb6,9013834.0,1.5849625007211563,8.5919336850852
18952,32539c368b3b9fa70283a7bce0f23909,20560519.0,2.321928094887362,6.4786482945391795
18972,325e19085f3017b73be3d9fd98a93301,53933312.0,1.5849625007211563,7.034523875334393
18980,3262463604fbbe0573882299d44d8917,29117269.0,1.5849625007211563,5.417852514885897
18986,326489271c23dd3128b4480220e5232a,13378805.0,1.5849625007211563,9.398401679243912
18997,326bc355e093f9c33108fdc27232be25,28700957.0,1.5849625007211563,6.689718487683413
19017,3279712e1ea8d52462488b4fb9dd7014,13114697.0,1.5849625007211563,7.683275372908121
19020,327a01a6885ecfda06a3d5c50fb515c3,14441359.0,1.5849625007211563,7.5060496682503235
19074,329932a796b9bc326d71e3b932182cdf,31165130.0,1.5849625007211563,8.188143729735014
19098,32b3af6c5548b794f1924e7dc83f9e00,7755409.0,1.5849625007211563,8.116603882874221
19115,32c3312cd5a2dddfdcbd359694cd7ae8,25730042.0,1.5849625007211563,8.000619774880157
19128,32cbbf7b9770feb67a514300686f5485,21676834.0,1.5849625007211563,7.580974554553021
19152,32e529de5b551bf04e4d6261c3d2d3e4,5113687.0,1.5849625007211563,7.173727098902891
19159,32e93651fbc6d641cffdc40c50d982a3,49155571.0,1.5849625007211563,8.583120386179116
19160,32ea3bdedab835c3aa6cb68ce66565ef,9611054.0,2.321928094887362,7.110196177754199
19170,32f234ff042bae4152ffcf99238b2c93,10619293.0,2.0,5.241077458175037
19182,32fb60e2ce6a1f62eeccbc2d33046072,6238173.0,1.5849625007211563,8.913637428049103
19184,32fc029baa8e79b663c095e94a0fd716,17628523.0,1.5849625007211563,6.919816770052789
19216,330c4a922701111858639f6dc8defc3a,35093578.0,1.5849625007211563,7.621099472935311
19221,330fdaa06f93c0c6ffb4af7d79c1ef12,10276596.0,1.5849625007211563,6.7574233468218035
19238,33176de67c05eeed870fd49f234387a0,11665581.0,2.0,10.29348314437035
19249,331dd0cb0979575948609f15055a294c,26334855.0,2.0,6.297558281168186
19267,332ca41106b2d7aadd5fd4b592436c43,29028927.0,1.5849625007211563,8.061182151444184
19269,332d18ef239d76af987e26132e73d7ad,28227900.0,2.0,8.19327893552139
19295,333f6b9777069c0e20d81f6cea06c631,51010087.0,1.5849625007211563,6.0367231060055255
19302,33416ee3d4fa56400ec814d7b24bde02,13887505.0,1.5849625007211563,7.970968660521811
19303,334293c291f43a6aa85020f8597a171f,32517314.0,1.5849625007211563,8.211304286290469
19310,33474d59974d4a1789fabfb2ed42a6dc,13849666.0,1.5849625007211563,7.303141437858268
19321,334d0235ca6f2f09dd55804a26efe952,11564266.0,1.5849625007211563,7.597978036560413
19340,335be0ca4b7aa8578e364a76efd4da52,41889793.0,1.5849625007211563,8.203103250236637
19353,336421b86cc4259a58106da261e0e000,45453627.0,1.5849625007211563,9.139090844322036
19391,337ae76c3ba514a2f0020d3a613fe6a8,32685870.0,1.5849625007211563,5.03342300153745
19415,338b674e2479fcfdc47cefeba0a41385,5435512.0,1.5849625007211563,6.60954813899943
19441,339c527109c4c03e8e09bd4b593dab5f,33277504.0,1.5849625007211563,8.661742475232426
19461,33aa371b7512b6a9fede4f231e212226,34193041.0,1.5849625007211563,8.248496885959385
19468,33aca86429de0f71ff7118b93bb09712,26762948.0,1.5849625007211563,7.605553595494403
19474,33b141e373b4f251b033f9ed33d6974d,14711467.0,1.5849625007211563,7.800770504427964
19476,33b239671c1c878914ed922a0dacd607,43012632.0,1.5849625007211563,6.869624686204322
19485,33baf2d2d76a7bf7240894d935d3e0b8,43637754.0,1.5849625007211563,7.1864609400354835
19488,33bbccc6d846d288dd80d9486c4a8bd4,10277781.0,1.5849625007211563,6.526851311573352
19557,33e87f4cf23de91419bc2b65f9052789,35594228.0,1.5849625007211563,6.396262260990105
19569,33edf95746326a241e75697cf52fb603,33183281.0,1.5849625007211563,7.681941137091694
19588,33febb33a42a35f5826a22584b127f9d,46388138.0,1.5849625007211563,6.160879861839306
19604,340d924858c395848c127b3e772b6bfd,19888418.0,2.321928094887362,8.034798962577268
19676,343a379f1c1161e96fa884172db6a218,18151445.0,1.5849625007211563,9.115095685112966
19690,3442a61b2d5bfd9d605d6943701ad650,17749627.0,1.5849625007211563,10.24766647592386
19693,3443f8095ad309eebbdc8caa8b2bf936,42445015.0,1.5849625007211563,7.374170076068501
19723,345759b8cb3d30586551de1ca6905df0,9154401.0,1.5849625007211563,10.04592343960255
19726,345817899c325d8b41c9e88011a8ab43,18735283.0,1.5849625007211563,6.984817174293588
19747,346534c8088852932d947f4b8fea3959,38715971.0,2.0,9.08166983796263
19763,346fce1712054d4339be023a27c38f13,20136649.0,1.5849625007211563,7.218878015704147
19779,347c4a952f101548d5a01e17ab9a9a26,17389499.0,1.5849625007211563,4.665051614289215
19858,34b0cd95480e55c2a701293a2b9671b3,4343585.0,2.0,8.212228856885462
19867,34b6da1369177d2df961695e0116c6a3,10974625.0,1.5849625007211563,9.710100407787799
19871,34bc98021d19b1f17b277e51feb07f9f,41234179.0,1.5849625007211563,6.807612523172633
19880,34c43e7170995ec125afcfefda28b657,12112571.0,1.5849625007211563,5.88801258540283
19913,34d93be3a57e6f8bba423d9064cda7c8,45168183.0,1.5849625007211563,8.433251590224035
19914,34d9d4be6e7d5d9dfb87ff6fc9455b59,30418517.0,1.5849625007211563,6.0855521272092945
19955,34fbeb535f3ba8b34bb0f919b0ad36bb,20850856.0,1.5849625007211563,6.58766502110098
19959,34febcab1789cfd4492a99a21fcab94e,33000712.0,1.5849625007211563,5.448900951145128
19967,3504bea0c72ad9e945b63f889702d2d4,26100851.0,1.5849625007211563,7.332618433653549
19985,350b4f552289d46cd2a225f9a5f9d869,6990589.0,1.5849625007211563,7.969300172920406
19996,3511aa3ff5fb9645041bf1875415142d,7023918.0,1.5849625007211563,7.069422913849976
20060,353e7269785f8c34919fadc61810ba0a,26958508.0,2.0,6.873444112515377
20066,354004e1432bff6f9008ce0a5afd732a,34732226.0,1.5849625007211563,8.008820757716158
20082,3549610d3f44fa4243d5107f57ab4212,27726034.0,1.5849625007211563,5.015247773698937
20105,355ae139c8a163fb77c065a2d1403ed9,45456738.0,1.5849625007211563,8.373082644765876
20124,3565906973c459aa065d735bc52ac2b9,28343333.0,1.5849625007211563,8.034303767768035
20143,3573b9d42bc178dbd9498308a0f2ea97,5881695.0,2.0,7.606146078065724
20153,3578707d5fbfaaad05a3862a179bf76d,22576567.0,1.5849625007211563,7.729552770453972
20169,35825208c1a9b2d7cccd2eee08d8cbc6,20293260.0,1.5849625007211563,6.500483401473115
20183,358e9205c1df6c01c033d87d2b953d49,47414795.0,1.5849625007211563,6.7238315664953205
20199,359bacb2b5c52b4287667a7bc6c7bc63,44929019.0,1.5849625007211563,9.18462743586396
20239,35b45b906d1450b3540dc96692f58583,9607599.0,1.5849625007211563,8.662276720992011
20251,35b8769298e700eab243f8aa2c9517a4,11307754.0,1.5849625007211563,7.916476644437717
20254,35b95f164008426359c3d6e1e471f9a9,19353357.0,1.5849625007211563,7.562700349963971
20275,35c62cb24d4c38a9d121fed1a43b2237,4682925.0,1.5849625007211563,6.894817763307944
20308,35de25c73544f00e8adde226a4d1bdcc,32939009.0,1.5849625007211563,8.444517993019677
20315,35e146c985a9cf989c91edb4c0c156fa,55294295.0,1.5849625007211563,8.407097775433307
20331,35e9d2caa31b87cc3d1ad10d72271140,40037789.0,1.5849625007211563,6.5076360935706035
20337,35ecdf6858edc6427223b64804cf028e,17266289.0,2.584962500721156,9.240552850461953
20425,362928c8cd61df2e6951751dffb4be85,30910504.0,1.5849625007211563,8.953468962228849
20440,3633902a0addd1ffc74cbc13d96da288,7607901.0,1.5849625007211563,7.856301018826465
20465,36445bb429c8bb13c3f8cd6794723647,44841392.0,1.5849625007211563,7.604812649948411
20471,3648f9e5f51f679ed24deff1f031a093,27158282.0,1.5849625007211563,7.841407097194598
20502,3660e33bc132658a08c234cc82e6d0cc,24305922.0,1.5849625007211563,9.279308779004003
20542,367f4686d7112d69feed92b02a1775ed,44579784.0,1.5849625007211563,7.689997971419446
20559,368b1c6eaef1672cbb9415f450cfadb4,36355985.0,1.5849625007211563,4.958842675243241
20575,36928e3de80f63dad3bd1d0223b035fc,9310291.0,1.5849625007211563,7.256727635098597
20589,369cf098450e6de108ffa64f68b713a1,15232233.0,1.5849625007211563,7.265099287514738
20627,36be413fe0f4a74eee7b764e758730ed,27646602.0,1.5849625007211563,7.75862298244024
20632,36bf9f290293cce35e02370a638f8665,24179860.0,1.5849625007211563,7.715618859074817
20654,36cfec707344b75d20e6c7ef583c3b8c,12940499.0,1.5849625007211563,7.104755986962256
20671,36d9cc02c910d8c59caa1674f53c3ffb,23786739.0,2.0,6.403949364232865
20685,36e0e119cc6c81d22ec365f13c156ba1,35535831.0,1.5849625007211563,5.540089281982523
20702,36f4a6bafecf195e099459d6c172a8d5,33736893.0,1.5849625007211563,8.015638060470124
20716,36ffbbdeade73b18025564d1404420b0,25225313.0,1.5849625007211563,5.325530331567558
20731,370cd3b09ea745fe047fd11db7430441,27975244.0,1.5849625007211563,7.472081550133609
20742,371467d2fc99bed797f8a4e955cd773d,41406460.0,2.0,7.5061290309612865
20752,371c0b90cfaac9b77d1b4198c6c66f3f,19188283.0,1.5849625007211563,6.734709620225839
20769,3724bfc68569cc4df876284536b8add9,35857712.0,1.5849625007211563,9.340005841154102
20771,3725c5b8c1cf5ee69158f66922a862c4,5114308.0,1.5849625007211563,7.4251739333786295
20774,37266d5c6bf5cb0700372d16599a9b21,10517956.0,1.5849625007211563,8.281002696027878
20782,372b41e8faa2819e0b6346b16cdf402b,7265430.0,1.5849625007211563,7.184280294419382
20812,374435e2f0f48d047373cdcf1df86d8c,26179557.0,1.5849625007211563,7.29929961516461
20820,37493be34f11929c2c86137391dec62c,36705446.0,1.5849625007211563,6.002252451731378
20833,374fcbbfcf189ae177b2f955f9e74b3d,12776668.0,1.5849625007211563,6.695297901157335
20841,37545efd489b0b7c9aa20690f344271d,34102886.0,1.5849625007211563,9.811663685272846
20847,37588c120b0cf79780234db155681a2e,15830303.0,1.5849625007211563,6.128252152277391
20857,375deb6d2b745d531264fe0c6403a075,10437132.0,1.5849625007211563,4.964860664245848
20866,37669671d35808111ab0d229e546221f,14958185.0,1.5849625007211563,8.111240020532456
20893,377860a7242c2e503c926b76ab6e0a65,24347711.0,1.5849625007211563,6.701826258412055
20920,378c06babf08c70f32e748ac24ea33e0,23735651.0,1.5849625007211563,6.490249210627086
20937,3797de5ad80619a55a3c0a8a034f5ae6,23152554.0,1.5849625007211563,9.371667757584344
20942,3798f7b8f9b84c2789776972b9b5ec3d,18674038.0,1.5849625007211563,7.893240848404946
20944,379982f955f6b74d1082ab864108a788,44612346.0,1.5849625007211563,5.169925001442312
20945,379a5698aeca26ff55abca9bc7fcaa4f,19941570.0,1.5849625007211563,7.680675984972421
21022,37cc3e75e39bb11d75a1982ac0d07c17,51846209.0,2.0,6.7745235295902315
21028,37d0b647301742b1b17d627e4c10aeae,27296823.0,1.5849625007211563,7.591709333161742
21032,37d2d1ac62901f9a36cff32ca86c9337,22966354.0,2.807354922057604,7.513806537433725
21087,37f2527bb624e379f72a742154fdb762,12275544.0,1.5849625007211563,7.2162608371650565
21098,37f8e7062a53c1a0fca4f59f4c6b1429,31614662.0,1.5849625007211563,7.373909167298301
21117,3806104dbbc3d14c17b091b3b8e38d59,27644787.0,3.4594316186372978,7.278356528010724
21130,380f39912d336b06b870317aa6cf708b,26708517.0,1.5849625007211563,6.231893161645331
21170,3828b1bab07f95b6b74b993a92660bed,19260431.0,1.5849625007211563,7.898389766534847
21171,382ad79426068e4ba6ed73491d4441cb,43219219.0,2.321928094887362,7.230548886634764
21174,382c9c19b3be2494ca67bc9bca285534,23669732.0,1.5849625007211563,5.351910961103077
21186,383644b9cda10a290a1310e6abb57986,15277664.0,1.5849625007211563,6.919220885925162
21226,384d6654ad80e9f1426b7a4ef9e40997,18230799.0,1.5849625007211563,8.709187227843094
21240,3856822a82996dad2607aaa95811551b,22100055.0,2.807354922057604,7.2206201674478505
21273,3871b0ab0166a2f441fa762f5206cacc,34714597.0,1.5849625007211563,8.3843520639618
21292,387b38ebe598313ef56ef3df19b192af,7374549.0,1.5849625007211563,6.435295215647166
21308,388661387449408a9ab88ea55c9f1a0f,19550785.0,1.5849625007211563,8.615776749420453
21429,38dd3f4e8a4cc5e32dd0a4426a1961fa,35680520.0,1.5849625007211563,6.629065137092279
21448,38e74ef4e3bcf3019fd22b84649bf90d,40112114.0,1.5849625007211563,7.4050563458738115
21468,38fb3a44470e308a1f68847d62cf00b7,12616948.0,1.5849625007211563,4.84247606299394
21489,390abc43c8b7ce11ba14b8b83ab3eb20,29094039.0,1.5849625007211563,7.762614578754559
21495,39104edef5e46d7b8c61848cc95e6d97,32944718.0,2.0,6.991748577970062
21512,391d6062da3dd65b4de4524f28c478de,4397724.0,1.5849625007211563,7.8929980930550725
21555,393d57d9dc3edd49488a29d94bdf60fc,26107777.0,2.0,7.213736095922801
21578,394ac4de8f3acb14253c177f0e15bc58,5441335.0,2.584962500721156,9.543824504546613
21583,394d653a91731237f192990cc1ead2d3,22875235.0,1.5849625007211563,7.7936358203506275
21607,39618678c9395910a7d675df2b0af941,7514132.0,1.5849625007211563,8.299574370608873
21638,397b44d5bb99eabf54ea9c2b41ebb905,10534157.0,2.584962500721156,10.779333600123104
21678,3991c84b618da2e02b44ba48aba925d1,21181361.0,1.5849625007211563,6.342341397431548
21693,399a2a06a7ddefb3b09460ba6a1bcf12,14066147.0,1.5849625007211563,6.369466483650723
21725,39ae2ab725be4a0db66896735a49dac7,40103820.0,1.5849625007211563,6.984589350362457
21727,39afb2cd9cd64ff6219384e0bda04ffd,12617041.0,1.5849625007211563,6.088947204618769
21734,39b56719c0ea74b79ee77758001eb6ab,52874121.0,2.0,5.8960296029767525
21766,39c7f8c4e4552af113351a650816296c,14496844.0,3.700439718141092,6.149137401227992
21774,39ce02a045b8e7b0329984df3109957b,33252215.0,1.5849625007211563,6.839959587489532
21782,39d28c99c5382bfc238c047203595443,28589595.0,1.5849625007211563,5.832890014164742
21851,39fff7cb5873a7116b02234bd1e6c6dc,14423730.0,1.5849625007211563,6.983449690740124
21877,3a131e6c88849b1d0b28020c3809ea29,29875707.0,1.5849625007211563,7.64248497805714
21894,3a205021b542565ebf170c0ec55783d9,38217972.0,1.5849625007211563,10.924515622229924
21902,3a2681b8e4c9f2171aaade5d578f2cb7,6058320.0,1.5849625007211563,8.31342726581369
21903,3a26cc5a9f4349a713ef0679141894b9,15576162.0,2.321928094887362,6.809928865721432
21911,3a2d236fc85fdf338f179ca0cd725433,38293082.0,2.0,6.501916779674372
21912,3a2d6a780f9229755e1da6f1e320fa08,13918894.0,2.584962500721156,5.146899560343589
21916,3a2f0f539c7d4b0abdf37c3ae960264f,38428723.0,1.5849625007211563,5.701826258412055
21923,3a38c5469df621ba4fa026396ff4ce3d,19000785.0,1.5849625007211563,6.10496560483998
21926,3a39a225ba6f55523074cc509fd3d4b6,48541250.0,1.5849625007211563,7.089159131911239
21929,3a3ace693780a5b06fbe2f94d91c06d6,12338205.0,2.807354922057604,6.228049047884462
21937,3a3cb373edfed9973ae634f8ef6084ed,18598594.0,2.0,6.8103145614972584
21948,3a41ac64aa715256d81e129f02b451bf,8318028.0,1.5849625007211563,6.773205156985566
21950,3a43af6775cec872d9a3c80707eb3336,14107461.0,1.5849625007211563,8.971629768209787
21958,3a4acf4c4c97cc25075d29f8d29f405b,12949361.0,1.5849625007211563,8.986496265637067
21971,3a502a4d1e63887120fdc3b323224d70,29623545.0,1.5849625007211563,7.268378247751587
21997,3a5b0d10ee72cefb504df217532a4e6a,20052497.0,1.5849625007211563,7.664411727854951
22011,3a62daf401b9dece811f8c31e0d01b43,32247986.0,2.0,6.1925887215666435
22014,3a649b3c6b379a427fa6f4a5f646a43d,37328715.0,1.5849625007211563,7.527946098908258
22035,3a73ce6fc3b392e1ca609b5548418c36,23078369.0,1.5849625007211563,8.248734058203567
22041,3a793b89f7683a13d4e1f2cb87844829,25333158.0,1.5849625007211563,7.539701658712266
22094,3aa71d539bb760f054b280604391602a,27592783.0,1.5849625007211563,7.31179371775365
22183,3adc7b3ea7954aebd5c4fabb0fe735fe,9659666.0,2.0,4.82273014794452
22197,3ae522de6b23a3699ef105d4c4b3b82d,32734244.0,1.5849625007211563,6.37833821198591
22203,3ae8c60f0accef7157c38fccbaa4679a,5873164.0,2.0,6.053763009303989
22206,3aea245d9232e5ed478003b4c7c0befd,41040564.0,1.5849625007211563,6.081510068120917
22223,3af90f255e824d1d53b3584a4e89ad58,13830067.0,1.5849625007211563,7.818134760810848
22287,3b28f0054114806f37621c311da2dfdd,34146712.0,1.5849625007211563,5.575614877619633
22326,3b448ea620c8771f1e3b7560d78d865b,31692800.0,2.0,7.304876050044888
22382,3b6f5d22fb32e6ac2fbbb944b18cf1bb,38893760.0,1.5849625007211563,8.0496307677246
22403,3b80d2592c113d689c05232eb90db0ff,14622289.0,1.5849625007211563,8.046469232761895
22421,3b87f48ebf7ec14b8dc26ab3df53ed47,53160491.0,1.5849625007211563,6.131342539123261
22440,3b92b8617254e581d164b5d213d437a2,24381368.0,1.5849625007211563,7.500324049284198
22441,3b93b770a314d48d7f698a09cab03370,9041009.0,1.5849625007211563,7.807998838623032
22446,3b97119ab53db4ae0144dff13c2ee26b,11525040.0,1.5849625007211563,10.194486015939175
22452,3b9c93b136fe968c604abd43b37295c6,48113304.0,1.5849625007211563,7.712870867689905
22461,3ba2c7feb465bb3df6bb6c6c9014f839,13733364.0,2.584962500721156,6.556889189726866
22480,3ba9aebc9d5d71ee57ceeb539ab75794,12871730.0,1.5849625007211563,7.639593949504124
22486,3bab949ef05da8e9b3cfd541b6af0ffd,42612335.0,2.0,9.545505100691072
22528,3bcd0ddf751cb9542efe9f6299fad626,8900205.0,1.5849625007211563,7.7136958148433585
22554,3be412c1321c061d6f85c5e41530ce2d,18067708.0,1.5849625007211563,7.791748966126011
22557,3be6f224efc657da0b17bf5d287c20eb,24091288.0,2.321928094887362,6.488643539853785
22580,3bf662c4f5f2c4c73ae1ceb5dfd70f3b,22920439.0,1.5849625007211563,5.870364719583405
22593,3bfda42ef722cb59c430e6be0b68628c,39114035.0,1.5849625007211563,7.570462931026042
22596,3bfe173fcbb50f640877b08ed736fd6e,7891661.0,1.5849625007211563,9.921855810142578
22639,3c166bd80203dfb723ba32f64bedd87b,14014585.0,1.5849625007211563,8.363696744838993
22642,3c17f3270f1c874445ccccfee95fa17a,9670986.0,2.0,7.0984532463092735
22666,3c25f47ab68536a1d3d6b29b9c8b7e63,27921394.0,1.5849625007211563,6.884353706847985
22690,3c38d8ff25f661253b873a6ce2eccee4,22558335.0,2.321928094887362,5.944624223055034
22698,3c3dbbf3d36a7a4587efada79a3166cd,19365957.0,1.5849625007211563,7.808964174919261
22713,3c4ec6ddaa877cfafae87a312ede1071,8099904.0,1.5849625007211563,7.43612851725925
22723,3c55426c2c84b47034776b4eae01a1e6,19896189.0,1.5849625007211563,6.817879031830138
22725,3c555d15cca5369965d1759ad9530a66,13601857.0,1.5849625007211563,9.112465571497156
22734,3c5e1130694632f44051b23fd86ad9e2,15921580.0,1.5849625007211563,9.166037516255775
22752,3c6934aa81e9b87adc82413bc4617873,27045798.0,1.5849625007211563,5.228049047884462
22782,3c7c7e752e4f4f2d4ab5c5c195ff2461,21759260.0,1.5849625007211563,6.994692854585607
22791,3c801d053bcdee6a0d8bd452e2f54e23,20498234.0,2.0,6.644144699932848
22802,3c884190b71bbb36aab161465ff1d2c7,20967006.0,1.5849625007211563,6.974758730476079
22835,3c9ee9d8004a02d1956ee4dca5a572ce,22831133.0,2.321928094887362,6.136068312193182
22850,3ca90669af3842a95b1c16b897791a88,11665596.0,1.5849625007211563,7.870179746823245
22862,3cb53a06e3758a8ee23882c36d2c7ff0,23238085.0,1.5849625007211563,7.377644358399907
22916,3cd4207d6ce944798257ac5953640a40,17730235.0,1.5849625007211563,7.4526942640981995
22990,3d0d76f399043498a5d188136c389b51,7270500.0,1.5849625007211563,5.363521543546545
22993,3d0f70584f6d968a0766ef766f7fa4c6,33705013.0,1.5849625007211563,7.6995377518467
23026,3d277e0b7793208265a759f0c7edef1d,21630022.0,1.5849625007211563,6.851124362886753
23077,3d4cd13fd525234c1c4a2304fbe769e0,26675328.0,1.5849625007211563,7.679480099505446
23080,3d4f12dece1264e5d6321f1b7f003336,4663858.0,1.5849625007211563,5.892148127513825
23085,3d50a44231c2a153219cef76ee3e445d,20504138.0,1.5849625007211563,8.508824768797185
23113,3d63d3e85947d64c59f9d3b6f43b4027,24543338.0,1.5849625007211563,6.382321407114501
23116,3d64b4749c2bd5846f7b6396e0217a37,28073996.0,1.5849625007211563,7.095608004811196
23135,3d71bc3ae0c9f857ffe17636e0d59aab,42794672.0,1.5849625007211563,6.651912744645783
23138,3d740e7cbf7e5b18027f204bd01b0be4,37295787.0,1.5849625007211563,6.881664619320345
23140,3d75cbf8643a1c15723adb850fb5f928,19677303.0,1.5849625007211563,6.9372266739794775
23146,3d7bc770cfdbe423eb80de6893a8e05e,49162241.0,1.5849625007211563,10.67325606680926
23186,3d914d0c5f629821a7239567f8dcd139,25295620.0,1.5849625007211563,6.73957811204805
23190,3d93772915efa454a89bf52047b0b285,8977499.0,2.321928094887362,8.476989163697684
23227,3daa1c97a3155484f70c88b19c90dfb5,7853763.0,1.5849625007211563,9.575633784696423
23231,3dab7fa08366df68b2addc01b7614e70,14008859.0,1.5849625007211563,8.453105980387884
23249,3db6e5afa8e8178a29afc729855315e2,28249320.0,2.0,9.607959043797761
23262,3dbd379ad1ac719a420c62b40867ff3e,29535099.0,1.5849625007211563,8.304282864758394
23312,3de0c9303f39b7ccfe69ca11aee19cc6,15140893.0,2.0,9.505414609346754
23340,3deefd795808c47f79519d9461a5cbe4,7159986.0,1.5849625007211563,6.557501994255944
23349,3df4912077693dc7933267da9542825c,21449582.0,1.5849625007211563,7.946555424493363
23457,3e3d56f9737c010ccb5b67c601a18b53,6765889.0,1.5849625007211563,7.738970448280181
23472,3e43e6105506432c953e165fb2acf44c,20040819.0,3.3219280948873626,10.196798816315857
23477,3e47025034c5a31cff56168ac0519f1f,15727125.0,1.5849625007211563,6.606294160697713
23499,3e5306add1209e5ba184092dd1587282,24113918.0,2.0,7.719662616082799
23514,3e5c78eabd5c34eaffe16c10eb7b1816,23497171.0,2.584962500721156,6.357552004618085
23516,3e5dd5efb71f831fffee3735c9e41e87,21280163.0,1.5849625007211563,7.473137487772256
23524,3e6287e29d213536c6b120a6c269708a,31804004.0,1.5849625007211563,6.876148551863873
23529,3e6658866cc636c1762c080ed56f44e6,18307410.0,1.5849625007211563,8.193131060327017
23559,3e7bb77746c1489704b3e041860dfb6d,9932722.0,1.5849625007211563,7.276961856061595
23566,3e80bcfbfbc2c214e12f04dbc0af5540,24126187.0,1.5849625007211563,6.695437110405369
23623,3ea4185126195c34ed9949d8e406d570,7844170.0,2.0,9.657550691389341
23643,3eaf833afb9f6ad2eebd5c15202642fc,37354706.0,1.5849625007211563,6.314333993919013
23650,3eb346477783a3af604a5f8306456355,16573323.0,1.5849625007211563,5.878970510151082
23656,3eb7932f075743f0e50b0d9966707e6f,31041628.0,1.5849625007211563,7.1357605810161715
23681,3ec83b54e0afb70def9480cd6b9097f7,20063180.0,1.5849625007211563,10.594100623531475
23690,3ecd7605ac791ae065e2ab8512934e5e,38768170.0,1.5849625007211563,5.9941271140031285
23692,3ecec63eb13591ff6e2ad09febb48a43,6829790.0,1.5849625007211563,6.115823977436241
23699,3ed4235d521c24fec4f77d4254e070b8,24564929.0,1.5849625007211563,9.768614422025513
23715,3edcab192482e9871c17b34cf98c3996,6403787.0,1.5849625007211563,7.99588018817637
23725,3ee4fae0862a2163c65481a46fd3469a,28958992.0,1.5849625007211563,7.209940680290192
23739,3eec09d9d2254c3eda8cc7b436de223e,27728382.0,2.0,4.442943495848728
23761,3efe0b5190267d7d221eb2e8a9d20f22,22545782.0,1.5849625007211563,5.672708195622218
23767,3f00548d480f59bdac5e1ad8a68dcfe1,23764575.0,1.5849625007211563,7.853059986568405
23768,3f006686765a7a0fa7d67e17fa09f8c6,30533006.0,1.5849625007211563,6.428778891337585
23789,3f0d042d25a660ce2e5aaf9cb11b5146,12732823.0,2.0,6.290756138396673
