customer_unique_id,R,F,M
178a58ded2b9be43b90300e0e0e8e66c,29451529.0,2,163.85
179f496c6c02a7640d09f0843452e0fc,28245643.0,2,228.97
17a2d93cb1aab45e3d21d5eba7daaed2,26192734.0,2,380.44
17c7da60a0690728119612a54035452d,24197734.0,2,244.02
17e873c00e3fef97c9f1347c6681bd1a,33627562.0,2,794.6
18186af785c301b05127a291eac901e1,10796438.0,2,127.38
182053495bc94c2f41090ce8c41be266,5113916.0,3,214.9
186638bdb0f600c9bf2bd60e4b14537c,10896961.0,2,164.69
186e4b97d2704e8b76235b8d7c5d38ab,42280612.0,2,126.96
18753de7f8b65856d23473280e71ceb2,16882589.0,2,324.1
18a65d67bb184e736656cc017f09f7b8,16137381.0,3,225.5
18bc87094128bbfe943cf88adcf72059,9869051.0,2,111.54
18d61a27f478cd6201df948578f814f9,15220564.0,2,186.3
18e1192f2a6be73c4365dbc29eb7a6f7,21194972.0,2,158.07
18e3d276253780b44b5b7bf83f6785ec,27907522.0,3,168.85
18f17efd50fd7e9595cc1a40205c937c,35519236.0,2,162.85
1912afd96bbe171633bb73727487ef85,11331212.0,2,273.68
191525912e1a31a97bf8b481ce852f75,10299060.0,2,263.64
191e0f453bea7f50ce1fcd514af38835,29296296.0,2,110.93
194be31520cde5c527bad17720119e85,37083950.0,2,277.25
194f1bab01e4e36f4255603e9a427b89,7442481.0,2,262.56
19506c32fa96c6fa4505b4e3ad453b7b,6809778.0,2,100.78
198ba72088fecd3caeaf2dca0addcfb9,21602434.0,2,349.3
19be5923f7d998e76b9f3b1eb87c32af,23450575.0,2,177.81
19bedfc18c92d4e7eb6ba318a6c2033c,16735653.0,2,1056.2
19cb65cc7310ae4eef4f15bb70539d01,19566329.0,2,138.26
19de4cc79e2c2986e70b155b7631f61c,15003243.0,2,200.07999999999998
19f735a9a58a187253055f9d4bcc2bb6,16203564.0,2,122.12
19f8fcd23ed70e29220a6a2f13ecd911,27465357.0,2,225.68
1a13743254d9c8e6360106295947932f,9351511.0,2,767.62
1a15eecd72a08e1134ba406c7a7998e6,41893886.0,2,415.79
1a24445f0e6006e4336ecba4ba576e4b,23957184.0,2,142.04
1a27a558aac4c4bfe3642b8c9bffcf4f,6574393.0,2,518.49
1a281fe9f53ee457dacd2c9e8ccf861f,9787483.0,2,264.95000000000005
1a2ede4e787ad199c46719ecb02d81ea,5297913.0,2,252.76
1a328a664417dc7cbff0ed7df49f5a3d,15667140.0,2,252.68
1a68c22c23a52a35f499dbd3c5a020a6,35356261.0,2,250.57
1ac4011bec2c0d9ce8eceb56bb1142c7,5041225.0,2,192.11
1ae30e98d81bdf991fa25b52b8142308,40702780.0,2,228.56
1af3dcbc89998031651925e3994eab18,17179121.0,2,119.08
1b270bd97f6e1d9af2d5d06f0d4a80e8,20140356.0,2,213.36
1b2db8ab2d8e7b84b5455736fc9713f2,44650048.0,2,196.48000000000002
1b5720c7b0ee7183c2eafe3dba65111b,28241640.0,2,66.01
1b6c7548a2a1f9037c1fd3ddfed95f33,21182886.0,7,959.01
1b6e96ed99cb8d135efe220d761bbd67,5434786.0,3,115.00999999999999
1b765716e166ca699d20c4adc8bb0f7c,48663458.0,2,209.6
1b7733821d1e0ec8907bbb441271f80b,32517624.0,2,147.01
1b7b7f9631cd453251d0b328c9b38a2a,7966589.0,2,310.84000000000003
1b95e3fe033836c787689ae4b9516aa3,45122086.0,2,393.61
1b9d0a0c0fd5211ae01a554419120554,16495429.0,2,88.8
1ba713c8258f756279a049018ce01177,24125437.0,2,641.74
1bcbeccb2851888f299cf9a5dba8553d,6291363.0,2,344.31
1c4531b533d17f3b316de441268e513c,33421922.0,2,85.71
1c553721323d2cf153d114724b92118e,16829558.0,2,195.63
1c628081cb579ed6035b9aa8614e69f4,12819705.0,3,202.56
1c98969880c8c7c522bc4677dfce9384,18059445.0,2,231.40999999999997
1ca845c3b11ba93c4ac5182ab9c1197e,16884750.0,2,424.32
1cbda36ee89944baa7a738ddbdc4679a,13934144.0,2,540.72
1ce1097b476f97ea37d805251c5c74ba,24336376.0,2,336.21000000000004
1ce879e096d3c38f230acdab7165332e,13193856.0,2,199.38
1d0be6ff723818bb810023b236405017,6834485.0,2,96.25999999999999
1d2435aa3b858d45c707c9fc25e18779,55134382.0,2,147.57999999999998
1d39a7704cfb79b7cd820bc83e3de161,8662217.0,2,107.98
1d627d8a6e1e33ea8eeeb7a17d998660,35412709.0,2,254.35
1d72aaec15863f7532b2dbf4a5c4247d,35616757.0,2,479.56
1d7e8be24bca64576da891970638bfe3,7430915.0,2,255.47
1d95a47c2206919e1de2f8ff91065d20,51860473.0,2,101.72
1da09dd64e235e7c2f29a4faff33535c,24128009.0,3,2164.4
1dcb4c54d17855c39899eb445551501c,11409250.0,2,166.01999999999998
1e05761e47e6a4968ac2ee128b0d42a4,22390182.0,2,252.34
1e0926e360000226b237bf277aec3380,8918413.0,2,139.51999999999998
1e433d2aca7584032f8f56d51643e605,27162581.0,2,190.75
1ed1f7f1679bee0089061c9db1bd783a,38278282.0,2,108.03
1f22ecb07d25446bf52c51afa93cfa3b,5632104.0,2,1147.36
1f2c5059dad2c277b3b338163b49ca73,20966720.0,2,264.63
1f90117a847636892e3c5bf569f2ac68,23945844.0,2,133.01
1f9756abd497b76eeccb492bfe91df35,14895242.0,2,493.85
1f98d2384ff7a372e6a2d3bb75cbcd54,11956155.0,2,1381.41
1f98e3467d2b48dfb44fc12b137d3447,24545412.0,2,473.97
1fbd81e4d0a0cf9125ca038b43533b7f,21068833.0,3,195.6
1fe11e8f0fa5bea7416ec09d6e8d2b4d,52189994.0,2,326.24
1fea3244d38e951f0196b2728aee3bdf,19906791.0,2,230.9
2004ba7732339d9be65f2236d8887ae4,13846035.0,3,265.05
20282afdbe6cf22d5f5a956d8b5a3f78,22451183.0,2,220.09
2028c90d6c4523ae70a285c44010258a,7417450.0,2,338.76
204efc7a771f1a33fd28465082171f5b,14382842.0,2,296.11
204fa49efb5913a76287284d6e096f69,36965383.0,2,114.8
206b04b38a5dc8404458ec16edeca606,13222320.0,2,226.47
208ed8bf578938c97d49b3429358a424,22088780.0,2,182.83
208fe9aa6033a77419f8f503b7698e03,6200553.0,2,398.67999999999995
209e5691e2cda59cd71e45417d7f95a2,24380129.0,2,215.78
20ae758fb6688386d9d1540f63d380e0,10809972.0,2,329.83
211aaecea827d378c879c2b2f667c89d,8467961.0,2,262.66
213b36024bb0b8261de0ffbd652ebc34,12470452.0,2,414.40999999999997
21421ba1bd92005a3b48e6a745e9b8bb,22292667.0,2,557.45
21559d7ff0ebff720e5e160184338fed,7748967.0,2,171.43
21560f93adbd9ada040a40909ac8619d,28943601.0,2,434.27
216ab90e27f18940cfac8f9f02fb4239,7526610.0,2,302.94
216fd197a786370ce9601ee2f6b5a31a,53305100.0,2,63.72
217394922e43c19740ea4464e63ca8e0,11651796.0,2,220.58999999999997
21a2d9dc71459dbd3dad219cb9681964,20722828.0,2,608.39
21bde4e982c4681021edabb899bcebfe,26261123.0,2,1304.3600000000001
21c3cb2e65b7575d9e079f7be7987d3c,31451834.0,2,123.99000000000001
21c8aa0cb27943cbf33d75985e28da67,30479616.0,2,209.18
21d3f0a4bf0cccf65dcfe93b8325d250,44301094.0,2,147.19
21de770aa4f3a60388b97b416ad38343,14626701.0,2,150.76
220bcdd6ae284ed1a273d99003fa8a0e,17184474.0,2,102.92000000000002
221ae88140600106a982acb69a0add50,18855452.0,2,489.99
221d59abddcd719f3ec72c50078b9e31,7286781.0,2,192.04000000000002
2280ecb8db2591c39d1c7d3e9caa115c,35953549.0,2,107.2
22ac8971f405f9520b3e7cf37e042ee7,5628978.0,2,207.07999999999998
22c8d7801061f27eff57f37ac4ef10e1,14067989.0,2,99.15
22f6af8201369f9eb96592db3142b9c2,21195123.0,2,805.12
230a1e9f42924d41f37fd22a1d4a9707,3552011.0,3,208.38
230b7f6050862e4d39911debaa3088ef,14967219.0,2,193.04
231d36f5c4b238c26f449ffd98c79180,14024226.0,2,1529.2600000000002
232007f7d8c26eb8d7daaacb46501783,24601494.0,2,217.74
23339103d82a054f9729b0554ce22e8c,10647110.0,2,243.89000000000001
233c8f191c45cef30af148a82ac70020,41592639.0,2,215.31
23b2d37ef78f3c8dcb31f5eefc30190a,20567902.0,2,55.7
23c536b39a65168e3e34354b80b4ecf2,23995991.0,2,214.69
23dc3a062c6c097bcb3940a909e7730f,47962862.0,2,93.84
24072811917876a84c81166f96aed0c1,11477901.0,2,418.63
240f980f7c03e873c538e86792646919,6122457.0,2,553.8
2410195f6521688005612363835a2671,35061755.0,2,166.01
24115a0c9fc9115c586e54fd5f42e8d1,24373461.0,2,219.82
24259224caf748993c177ebf964c2e6e,23740340.0,2,213.07
24391449252cf6db04ce271b2a208d83,15789667.0,2,384.12
243b99bd9ed8a3f460e7289d0a8df291,10558590.0,2,253.75
246ef4748f64c4e716b4356d570967a1,11555303.0,2,149.74
247e0dcd20596bee51bd2b07f633fa04,23960249.0,2,175.27
24d27f115e367d9129a0e7a7a5d36866,29054906.0,2,754.23
24d9e83fe11e4390b69e1afb2b93f5ee,24623373.0,2,349.49
24fb2954f8c6cdb4b900ed8db6dc88e2,28196155.0,2,223.81
24fc2d6f4c3339820a1a3746a125f8c5,28435464.0,2,604.05
2516f43838c4892e066fec28143efa64,21434612.0,2,815.4300000000001
251e658613a224723f8a077946183b20,28675446.0,2,355.19
255ac312f5ceb97163ec60f0db2eee11,27304973.0,2,344.93
256b3e7a939dddf3e40608cac69e88c7,47185572.0,2,174.68
2571f41727577645737ff6b834e9043b,7892323.0,2,93.48
257a0a891aa05c945617ad8f097645bd,24581699.0,2,454.72
2587f2fbf466ff9e409952f2feba0005,4982370.0,2,142.64999999999998
25a1ad8a564d758f233c587cc657aa4b,13506528.0,2,482.52
25a560b9a6006157838aab1bdbd68624,48079607.0,4,131.8
25bd804c580bc1ee0c93d073fae09a84,25965795.0,2,123.64999999999999
25c88b7eff936d6a6fed64142b760035,7949633.0,2,504.76
25f24493ded5ebebc26a69b5db344e35,20203542.0,2,210.76
25f3cf83109f636d52d288fa4e797111,20204950.0,2,126.33
